municipio_ibge,municipio_nome,ano,mes,internacoes
420190,Bom Jardim da Serra,1997,12,14
420190,Bom Jardim da Serra,1998,1,17
420190,Bom Jardim da Serra,1998,2,14
420190,Bom Jardim da Serra,1998,3,16
420190,Bom Jardim da Serra,1998,4,15
420190,Bom Jardim da Serra,1998,5,20
420190,Bom Jardim da Serra,1998,6,24
420190,Bom Jardim da Serra,1998,7,25
420190,Bom Jardim da Serra,1998,8,28
420190,Bom Jardim da Serra,1998,9,18
420190,Bom Jardim da Serra,1998,10,17
420190,Bom Jardim da Serra,1998,11,15
420190,Bom Jardim da Serra,1998,12,16
420190,Bom Jardim da Serra,1999,1,16
420190,Bom Jardim da Serra,1999,2,15
420190,Bom Jardim da Serra,1999,3,19
420190,Bom Jardim da Serra,1999,4,15
420190,Bom Jardim da Serra,1999,5,19
420190,Bom Jardim da Serra,1999,6,26
420190,Bom Jardim da Serra,1999,7,30
420190,Bom Jardim da Serra,1999,8,27
420190,Bom Jardim da Serra,1999,9,18
420190,Bom Jardim da Serra,1999,10,15
420190,Bom Jardim da Serra,1999,11,14
420190,Bom Jardim da Serra,1999,12,16
420190,Bom Jardim da Serra,2000,1,15
420190,Bom Jardim da Serra,2000,2,16
420190,Bom Jardim da Serra,2000,3,16
420190,Bom Jardim da Serra,2000,4,19
420190,Bom Jardim da Serra,2000,5,21
420190,Bom Jardim da Serra,2000,6,27
420190,Bom Jardim da Serra,2000,7,34
420190,Bom Jardim da Serra,2000,8,30
420190,Bom Jardim da Serra,2000,9,22
420190,Bom Jardim da Serra,2000,10,19
420190,Bom Jardim da Serra,2000,11,16
420190,Bom Jardim da Serra,2000,12,18
420190,Bom Jardim da Serra,2001,1,14
420190,Bom Jardim da Serra,2001,2,16
420190,Bom Jardim da Serra,2001,3,16
420190,Bom Jardim da Serra,2001,4,17
420190,Bom Jardim da Serra,2001,5,20
420190,Bom Jardim da Serra,2001,6,28
420190,Bom Jardim da Serra,2001,7,35
420190,Bom Jardim da Serra,2001,8,32
420190,Bom Jardim da Serra,2001,9,23
420190,Bom Jardim da Serra,2001,10,16
420190,Bom Jardim da Serra,2001,11,19
420190,Bom Jardim da Serra,2001,12,16
420190,Bom Jardim da Serra,2002,1,16
420190,Bom Jardim da Serra,2002,2,16
420190,Bom Jardim da Serra,2002,3,17
420190,Bom Jardim da Serra,2002,4,18
420190,Bom Jardim da Serra,2002,5,20
420190,Bom Jardim da Serra,2002,6,28
420190,Bom Jardim da Serra,2002,7,35
420190,Bom Jardim da Serra,2002,8,32
420190,Bom Jardim da Serra,2002,9,22
420190,Bom Jardim da Serra,2002,10,15
420190,Bom Jardim da Serra,2002,11,19
420190,Bom Jardim da Serra,2002,12,14
420190,Bom Jardim da Serra,2003,1,17
420190,Bom Jardim da Serra,2003,2,19
420190,Bom Jardim da Serra,2003,3,16
420190,Bom Jardim da Serra,2003,4,17
420190,Bom Jardim da Serra,2003,5,21
420190,Bom Jardim da Serra,2003,6,31
420190,Bom Jardim da Serra,2003,7,34
420190,Bom Jardim da Serra,2003,8,31
420190,Bom Jardim da Serra,2003,9,25
420190,Bom Jardim da Serra,2003,10,19
420190,Bom Jardim da Serra,2003,11,16
420190,Bom Jardim da Serra,2003,12,20
420190,Bom Jardim da Serra,2004,1,14
420190,Bom Jardim da Serra,2004,2,18
420190,Bom Jardim da Serra,2004,3,17
420190,Bom Jardim da Serra,2004,4,20
420190,Bom Jardim da Serra,2004,5,22
420190,Bom Jardim da Serra,2004,6,31
420190,Bom Jardim da Serra,2004,7,35
420190,Bom Jardim da Serra,2004,8,32
420190,Bom Jardim da Serra,2004,9,23
420190,Bom Jardim da Serra,2004,10,18
420190,Bom Jardim da Serra,2004,11,18
420190,Bom Jardim da Serra,2004,12,18
420190,Bom Jardim da Serra,2005,1,19
420190,Bom Jardim da Serra,2005,2,16
420190,Bom Jardim da Serra,2005,3,24
420190,Bom Jardim da Serra,2005,4,19
420190,Bom Jardim da Serra,2005,5,24
420190,Bom Jardim da Serra,2005,6,31
420190,Bom Jardim da Serra,2005,7,43
420190,Bom Jardim da Serra,2005,8,35
420190,Bom Jardim da Serra,2005,9,26
420190,Bom Jardim da Serra,2005,10,17
420190,Bom Jardim da Serra,2005,11,18
420190,Bom Jardim da Serra,2005,12,21
420190,Bom Jardim da Serra,2006,1,13
420190,Bom Jardim da Serra,2006,2,21
420190,Bom Jardim da Serra,2006,3,21
420190,Bom Jardim da Serra,2006,4,23
420190,Bom Jardim da Serra,2006,5,21
420190,Bom Jardim da Serra,2006,6,33
420190,Bom Jardim da Serra,2006,7,38
420190,Bom Jardim da Serra,2006,8,34
420190,Bom Jardim da Serra,2006,9,25
420190,Bom Jardim da Serra,2006,10,19
420190,Bom Jardim da Serra,2006,11,16
420190,Bom Jardim da Serra,2006,12,18
420190,Bom Jardim da Serra,2007,1,17
420190,Bom Jardim da Serra,2007,2,20
420190,Bom Jardim da Serra,2007,3,20
420190,Bom Jardim da Serra,2007,4,20
420190,Bom Jardim da Serra,2007,5,26
420190,Bom Jardim da Serra,2007,6,31
420190,Bom Jardim da Serra,2007,7,35
420190,Bom Jardim da Serra,2007,8,37
420190,Bom Jardim da Serra,2007,9,27
420190,Bom Jardim da Serra,2007,10,23
420190,Bom Jardim da Serra,2007,11,17
420190,Bom Jardim da Serra,2007,12,19
420190,Bom Jardim da Serra,2008,1,17
420190,Bom Jardim da Serra,2008,2,21
420190,Bom Jardim da Serra,2008,3,19
420190,Bom Jardim da Serra,2008,4,19
420190,Bom Jardim da Serra,2008,5,25
420190,Bom Jardim da Serra,2008,6,33
420190,Bom Jardim da Serra,2008,7,37
420190,Bom Jardim da Serra,2008,8,37
420190,Bom Jardim da Serra,2008,9,24
420190,Bom Jardim da Serra,2008,10,22
420190,Bom Jardim da Serra,2008,11,17
420190,Bom Jardim da Serra,2008,12,22
420190,Bom Jardim da Serra,2009,1,19
420190,Bom Jardim da Serra,2009,2,18
420190,Bom Jardim da Serra,2009,3,18
420190,Bom Jardim da Serra,2009,4,25
420190,Bom Jardim da Serra,2009,5,26
420190,Bom Jardim da Serra,2009,6,31
420190,Bom Jardim da Serra,2009,7,40
420190,Bom Jardim da Serra,2009,8,36
420190,Bom Jardim da Serra,2009,9,29
420190,Bom Jardim da Serra,2009,10,22
420190,Bom Jardim da Serra,2009,11,20
420190,Bom Jardim da Serra,2009,12,20
420190,Bom Jardim da Serra,2010,1,16
420190,Bom Jardim da Serra,2010,2,20
420190,Bom Jardim da Serra,2010,3,20
420190,Bom Jardim da Serra,2010,4,23
420190,Bom Jardim da Serra,2010,5,25
420190,Bom Jardim da Serra,2010,6,31
420190,Bom Jardim da Serra,2010,7,37
420190,Bom Jardim da Serra,2010,8,37
420190,Bom Jardim da Serra,2010,9,30
420190,Bom Jardim da Serra,2010,10,22
420190,Bom Jardim da Serra,2010,11,19
420190,Bom Jardim da Serra,2010,12,16
420190,Bom Jardim da Serra,2011,1,17
420190,Bom Jardim da Serra,2011,2,17
420190,Bom Jardim da Serra,2011,3,21
420190,Bom Jardim da Serra,2011,4,21
420190,Bom Jardim da Serra,2011,5,25
420190,Bom Jardim da Serra,2011,6,34
420190,Bom Jardim da Serra,2011,7,40
420190,Bom Jardim da Serra,2011,8,36
420190,Bom Jardim da Serra,2011,9,26
420190,Bom Jardim da Serra,2011,10,23
420190,Bom Jardim da Serra,2011,11,18
420190,Bom Jardim da Serra,2011,12,20
420190,Bom Jardim da Serra,2012,1,17
420190,Bom Jardim da Serra,2012,2,19
420190,Bom Jardim da Serra,2012,3,22
420190,Bom Jardim da Serra,2012,4,21
420190,Bom Jardim da Serra,2012,5,27
420190,Bom Jardim da Serra,2012,6,32
420190,Bom Jardim da Serra,2012,7,39
420190,Bom Jardim da Serra,2012,8,40
420190,Bom Jardim da Serra,2012,9,27
420190,Bom Jardim da Serra,2012,10,19
420190,Bom Jardim da Serra,2012,11,21
420190,Bom Jardim da Serra,2012,12,19
420190,Bom Jardim da Serra,2013,1,21
420190,Bom Jardim da Serra,2013,2,20
420190,Bom Jardim da Serra,2013,3,21
420190,Bom Jardim da Serra,2013,4,25
420190,Bom Jardim da Serra,2013,5,26
420190,Bom Jardim da Serra,2013,6,32
420190,Bom Jardim da Serra,2013,7,41
420190,Bom Jardim da Serra,2013,8,39
420190,Bom Jardim da Serra,2013,9,26
420190,Bom Jardim da Serra,2013,10,21
420190,Bom Jardim da Serra,2013,11,19
420190,Bom Jardim da Serra,2013,12,22
420190,Bom Jardim da Serra,2014,1,17
420190,Bom Jardim da Serra,2014,2,20
420190,Bom Jardim da Serra,2014,3,20
420190,Bom Jardim da Serra,2014,4,23
420190,Bom Jardim da Serra,2014,5,30
420190,Bom Jardim da Serra,2014,6,35
420190,Bom Jardim da Serra,2014,7,42
420190,Bom Jardim da Serra,2014,8,43
420190,Bom Jardim da Serra,2014,9,27
420190,Bom Jardim da Serra,2014,10,24
420190,Bom Jardim da Serra,2014,11,22
420190,Bom Jardim da Serra,2014,12,20
420190,Bom Jardim da Serra,2015,1,20
420190,Bom Jardim da Serra,2015,2,22
420190,Bom Jardim da Serra,2015,3,22
420190,Bom Jardim da Serra,2015,4,23
420190,Bom Jardim da Serra,2015,5,29
420190,Bom Jardim da Serra,2015,6,34
420190,Bom Jardim da Serra,2015,7,43
420190,Bom Jardim da Serra,2015,8,38
420190,Bom Jardim da Serra,2015,9,26
420190,Bom Jardim da Serra,2015,10,22
420190,Bom Jardim da Serra,2015,11,18
420190,Bom Jardim da Serra,2015,12,21
420190,Bom Jardim da Serra,2016,1,17
420190,Bom Jardim da Serra,2016,2,19
420190,Bom Jardim da Serra,2016,3,19
420190,Bom Jardim da Serra,2016,4,25
420190,Bom Jardim da Serra,2016,5,27
420190,Bom Jardim da Serra,2016,6,32
420190,Bom Jardim da Serra,2016,7,39
420190,Bom Jardim da Serra,2016,8,39
420190,Bom Jardim da Serra,2016,9,30
420190,Bom Jardim da Serra,2016,10,21
420190,Bom Jardim da Serra,2016,11,20
420190,Bom Jardim da Serra,2016,12,22
420190,Bom Jardim da Serra,2017,1,17
420190,Bom Jardim da Serra,2017,2,19
420190,Bom Jardim da Serra,2017,3,21
420190,Bom Jardim da Serra,2017,4,22
420190,Bom Jardim da Serra,2017,5,27
420190,Bom Jardim da Serra,2017,6,35
420190,Bom Jardim da Serra,2017,7,40
420190,Bom Jardim da Serra,2017,8,40
420190,Bom Jardim da Serra,2017,9,26
420190,Bom Jardim da Serra,2017,10,23
420190,Bom Jardim da Serra,2017,11,23
420190,Bom Jardim da Serra,2017,12,19
420190,Bom Jardim da Serra,2018,1,17
420190,Bom Jardim da Serra,2018,2,23
420190,Bom Jardim da Serra,2018,3,23
420190,Bom Jardim da Serra,2018,4,23
420190,Bom Jardim da Serra,2018,5,24
420190,Bom Jardim da Serra,2018,6,36
420190,Bom Jardim da Serra,2018,7,44
420190,Bom Jardim da Serra,2018,8,40
420190,Bom Jardim da Serra,2018,9,30
420190,Bom Jardim da Serra,2018,10,22
420190,Bom Jardim da Serra,2018,11,21
420190,Bom Jardim da Serra,2018,12,20
420190,Bom Jardim da Serra,2019,1,17
420190,Bom Jardim da Serra,2019,2,23
420190,Bom Jardim da Serra,2019,3,24
420190,Bom Jardim da Serra,2019,4,25
420190,Bom Jardim da Serra,2019,5,28
420190,Bom Jardim da Serra,2019,6,37
420190,Bom Jardim da Serra,2019,7,43
420190,Bom Jardim da Serra,2019,8,40
420190,Bom Jardim da Serra,2019,9,30
420190,Bom Jardim da Serra,2019,10,25
420190,Bom Jardim da Serra,2019,11,22
420190,Bom Jardim da Serra,2019,12,22
420190,Bom Jardim da Serra,2020,1,14
420190,Bom Jardim da Serra,2020,2,18
420190,Bom Jardim da Serra,2020,3,21
420190,Bom Jardim da Serra,2020,4,18
420190,Bom Jardim da Serra,2020,5,23
420190,Bom Jardim da Serra,2020,6,33
420190,Bom Jardim da Serra,2020,7,34
420190,Bom Jardim da Serra,2020,8,32
420190,Bom Jardim da Serra,2020,9,22
420190,Bom Jardim da Serra,2020,10,17
420190,Bom Jardim da Serra,2020,11,16
420190,Bom Jardim da Serra,2020,12,18
420190,Bom Jardim da Serra,2021,1,22
420190,Bom Jardim da Serra,2021,2,23
420190,Bom Jardim da Serra,2021,3,26
420190,Bom Jardim da Serra,2021,4,30
420190,Bom Jardim da Serra,2021,5,31
420190,Bom Jardim da Serra,2021,6,45
420190,Bom Jardim da Serra,2021,7,52
420190,Bom Jardim da Serra,2021,8,47
420190,Bom Jardim da Serra,2021,9,38
420190,Bom Jardim da Serra,2021,10,28
420190,Bom Jardim da Serra,2021,11,21
420190,Bom Jardim da Serra,2021,12,25
420190,Bom Jardim da Serra,2022,1,21
420190,Bom Jardim da Serra,2022,2,19
420190,Bom Jardim da Serra,2022,3,21
420190,Bom Jardim da Serra,2022,4,22
420190,Bom Jardim da Serra,2022,5,25
420190,Bom Jardim da Serra,2022,6,36
420190,Bom Jardim da Serra,2022,7,43
420190,Bom Jardim da Serra,2022,8,39
420190,Bom Jardim da Serra,2022,9,31
420190,Bom Jardim da Serra,2022,10,22
420190,Bom Jardim da Serra,2022,11,21
420190,Bom Jardim da Serra,2022,12,22
420190,Bom Jardim da Serra,2023,1,19
420190,Bom Jardim da Serra,2023,2,20
420190,Bom Jardim da Serra,2023,3,25
420190,Bom Jardim da Serra,2023,4,26
420190,Bom Jardim da Serra,2023,5,26
420190,Bom Jardim da Serra,2023,6,37
420190,Bom Jardim da Serra,2023,7,42
420190,Bom Jardim da Serra,2023,8,39
420190,Bom Jardim da Serra,2023,9,28
420190,Bom Jardim da Serra,2023,10,24
420190,Bom Jardim da Serra,2023,11,22
420190,Bom Jardim da Serra,2023,12,21
420190,Bom Jardim da Serra,2024,1,19
420190,Bom Jardim da Serra,2024,2,23
420190,Bom Jardim da Serra,2024,3,22
420190,Bom Jardim da Serra,2024,4,25
420190,Bom Jardim da Serra,2024,5,29
420190,Bom Jardim da Serra,2024,6,35
420190,Bom Jardim da Serra,2024,7,43
420190,Bom Jardim da Serra,2024,8,39
420190,Bom Jardim da Serra,2024,9,32
420190,Bom Jardim da Serra,2024,10,24
420190,Bom Jardim da Serra,2024,11,20
420190,Bom Jardim da Serra,2024,12,20
420190,Bom Jardim da Serra,2025,1,20
420190,Bom Jardim da Serra,2025,2,23
420190,Bom Jardim da Serra,2025,3,21
420190,Bom Jardim da Serra,2025,4,23
420190,Bom Jardim da Serra,2025,5,30
420190,Bom Jardim da Serra,2025,6,37
420190,Bom Jardim da Serra,2025,7,41
420190,Bom Jardim da Serra,2025,8,42
420190,Bom Jardim da Serra,2025,9,30
420190,Bom Jardim da Serra,2025,10,23
420190,Bom Jardim da Serra,2025,11,18
420190,Bom Jardim da Serra,2025,12,22
420190,Bom Jardim da Serra,2026,1,11
420190,Bom Jardim da Serra,2026,2,10
420190,Bom Jardim da Serra,2026,3,11
420190,Bom Jardim da Serra,2026,4,8
420190,Bom Jardim da Serra,2026,5,17
420190,Bom Jardim da Serra,2026,6,18
420190,Bom Jardim da Serra,2026,7,23
420195,Bom Jesus,1990,1,8
420195,Bom Jesus,1990,2,9
420195,Bom Jesus,1990,3,5
420195,Bom Jesus,1990,4,11
420195,Bom Jesus,1990,5,13
420195,Bom Jesus,1990,6,14
420195,Bom Jesus,1990,7,18
420195,Bom Jesus,1990,8,13
420195,Bom Jesus,1990,9,12
420195,Bom Jesus,1990,10,9
420195,Bom Jesus,1990,11,11
420195,Bom Jesus,1990,12,9
420195,Bom Jesus,1991,1,7
420195,Bom Jesus,1991,2,7
420195,Bom Jesus,1991,3,9
420195,Bom Jesus,1991,4,11
420195,Bom Jesus,1991,5,9
420195,Bom Jesus,1991,6,17
420195,Bom Jesus,1991,7,15
420195,Bom Jesus,1991,8,17
420195,Bom Jesus,1991,9,11
420195,Bom Jesus,1991,10,10
420195,Bom Jesus,1991,11,8
420195,Bom Jesus,1991,12,7
420195,Bom Jesus,1992,1,8
420195,Bom Jesus,1992,2,7
420195,Bom Jesus,1992,3,9
420195,Bom Jesus,1992,4,10
420195,Bom Jesus,1992,5,13
420195,Bom Jesus,1992,6,18
420195,Bom Jesus,1992,7,18
420195,Bom Jesus,1992,8,18
420195,Bom Jesus,1992,9,13
420195,Bom Jesus,1992,10,11
420195,Bom Jesus,1992,11,12
420195,Bom Jesus,1992,12,10
420195,Bom Jesus,1993,1,10
420195,Bom Jesus,1993,2,9
420195,Bom Jesus,1993,3,13
420195,Bom Jesus,1993,4,9
420195,Bom Jesus,1993,5,12
420195,Bom Jesus,1993,6,17
420195,Bom Jesus,1993,7,23
420195,Bom Jesus,1993,8,17
420195,Bom Jesus,1993,9,14
420195,Bom Jesus,1993,10,13
420195,Bom Jesus,1993,11,11
420195,Bom Jesus,1993,12,9
420195,Bom Jesus,1994,1,11
420195,Bom Jesus,1994,2,11
420195,Bom Jesus,1994,3,13
420195,Bom Jesus,1994,4,14
420195,Bom Jesus,1994,5,13
420195,Bom Jesus,1994,6,17
420195,Bom Jesus,1994,7,23
420195,Bom Jesus,1994,8,24
420195,Bom Jesus,1994,9,15
420195,Bom Jesus,1994,10,12
420195,Bom Jesus,1994,11,14
420195,Bom Jesus,1994,12,11
420195,Bom Jesus,1995,1,9
420195,Bom Jesus,1995,2,9
420195,Bom Jesus,1995,3,11
420195,Bom Jesus,1995,4,14
420195,Bom Jesus,1995,5,15
420195,Bom Jesus,1995,6,21
420195,Bom Jesus,1995,7,23
420195,Bom Jesus,1995,8,22
420195,Bom Jesus,1995,9,15
420195,Bom Jesus,1995,10,11
420195,Bom Jesus,1995,11,12
420195,Bom Jesus,1995,12,11
420195,Bom Jesus,1996,1,11
420195,Bom Jesus,1996,2,11
420195,Bom Jesus,1996,3,12
420195,Bom Jesus,1996,4,14
420195,Bom Jesus,1996,5,19
420195,Bom Jesus,1996,6,19
420195,Bom Jesus,1996,7,24
420195,Bom Jesus,1996,8,21
420195,Bom Jesus,1996,9,15
420195,Bom Jesus,1996,10,11
420195,Bom Jesus,1996,11,13
420195,Bom Jesus,1996,12,9
420195,Bom Jesus,1997,1,14
420195,Bom Jesus,1997,2,13
420195,Bom Jesus,1997,3,13
420195,Bom Jesus,1997,4,14
420195,Bom Jesus,1997,5,16
420195,Bom Jesus,1997,6,24
420195,Bom Jesus,1997,7,27
420195,Bom Jesus,1997,8,28
420195,Bom Jesus,1997,9,17
420195,Bom Jesus,1997,10,16
420195,Bom Jesus,1997,11,13
420195,Bom Jesus,1997,12,13
420195,Bom Jesus,1998,1,12
420195,Bom Jesus,1998,2,14
420195,Bom Jesus,1998,3,14
420195,Bom Jesus,1998,4,18
420195,Bom Jesus,1998,5,19
420195,Bom Jesus,1998,6,23
420195,Bom Jesus,1998,7,27
420195,Bom Jesus,1998,8,28
420195,Bom Jesus,1998,9,17
420195,Bom Jesus,1998,10,14
420195,Bom Jesus,1998,11,14
420195,Bom Jesus,1998,12,11
420195,Bom Jesus,1999,1,10
420195,Bom Jesus,1999,2,15
420195,Bom Jesus,1999,3,17
420195,Bom Jesus,1999,4,18
420195,Bom Jesus,1999,5,17
420195,Bom Jesus,1999,6,28
420195,Bom Jesus,1999,7,33
420195,Bom Jesus,1999,8,27
420195,Bom Jesus,1999,9,21
420195,Bom Jesus,1999,10,18
420195,Bom Jesus,1999,11,15
420195,Bom Jesus,1999,12,15
420195,Bom Jesus,2000,1,16
420195,Bom Jesus,2000,2,14
420195,Bom Jesus,2000,3,16
420195,Bom Jesus,2000,4,18
420195,Bom Jesus,2000,5,23
420195,Bom Jesus,2000,6,27
420195,Bom Jesus,2000,7,30
420195,Bom Jesus,2000,8,30
420195,Bom Jesus,2000,9,22
420195,Bom Jesus,2000,10,19
420195,Bom Jesus,2000,11,17
420195,Bom Jesus,2000,12,15
420195,Bom Jesus,2001,1,14
420195,Bom Jesus,2001,2,16
420195,Bom Jesus,2001,3,19
420195,Bom Jesus,2001,4,16
420195,Bom Jesus,2001,5,23
420195,Bom Jesus,2001,6,27
420195,Bom Jesus,2001,7,30
420195,Bom Jesus,2001,8,29
420195,Bom Jesus,2001,9,25
420195,Bom Jesus,2001,10,15
420195,Bom Jesus,2001,11,18
420195,Bom Jesus,2001,12,17
420195,Bom Jesus,2002,1,12
420195,Bom Jesus,2002,2,15
420195,Bom Jesus,2002,3,17
420195,Bom Jesus,2002,4,18
420195,Bom Jesus,2002,5,22
420195,Bom Jesus,2002,6,27
420195,Bom Jesus,2002,7,31
420195,Bom Jesus,2002,8,33
420195,Bom Jesus,2002,9,23
420195,Bom Jesus,2002,10,17
420195,Bom Jesus,2002,11,16
420195,Bom Jesus,2002,12,15
420195,Bom Jesus,2003,1,16
420195,Bom Jesus,2003,2,16
420195,Bom Jesus,2003,3,17
420195,Bom Jesus,2003,4,16
420195,Bom Jesus,2003,5,20
420195,Bom Jesus,2003,6,30
420195,Bom Jesus,2003,7,33
420195,Bom Jesus,2003,8,32
420195,Bom Jesus,2003,9,21
420195,Bom Jesus,2003,10,18
420195,Bom Jesus,2003,11,14
420195,Bom Jesus,2003,12,15
420195,Bom Jesus,2004,1,14
420195,Bom Jesus,2004,2,18
420195,Bom Jesus,2004,3,18
420195,Bom Jesus,2004,4,19
420195,Bom Jesus,2004,5,23
420195,Bom Jesus,2004,6,30
420195,Bom Jesus,2004,7,37
420195,Bom Jesus,2004,8,33
420195,Bom Jesus,2004,9,21
420195,Bom Jesus,2004,10,20
420195,Bom Jesus,2004,11,18
420195,Bom Jesus,2004,12,17
420195,Bom Jesus,2005,1,16
420195,Bom Jesus,2005,2,15
420195,Bom Jesus,2005,3,18
420195,Bom Jesus,2005,4,20
420195,Bom Jesus,2005,5,20
420195,Bom Jesus,2005,6,32
420195,Bom Jesus,2005,7,39
420195,Bom Jesus,2005,8,33
420195,Bom Jesus,2005,9,24
420195,Bom Jesus,2005,10,21
420195,Bom Jesus,2005,11,16
420195,Bom Jesus,2005,12,20
420195,Bom Jesus,2006,1,16
420195,Bom Jesus,2006,2,18
420195,Bom Jesus,2006,3,18
420195,Bom Jesus,2006,4,18
420195,Bom Jesus,2006,5,26
420195,Bom Jesus,2006,6,31
420195,Bom Jesus,2006,7,35
420195,Bom Jesus,2006,8,34
420195,Bom Jesus,2006,9,26
420195,Bom Jesus,2006,10,19
420195,Bom Jesus,2006,11,17
420195,Bom Jesus,2006,12,20
420195,Bom Jesus,2007,1,14
420195,Bom Jesus,2007,2,19
420195,Bom Jesus,2007,3,17
420195,Bom Jesus,2007,4,22
420195,Bom Jesus,2007,5,21
420195,Bom Jesus,2007,6,32
420195,Bom Jesus,2007,7,36
420195,Bom Jesus,2007,8,34
420195,Bom Jesus,2007,9,28
420195,Bom Jesus,2007,10,20
420195,Bom Jesus,2007,11,15
420195,Bom Jesus,2007,12,14
420195,Bom Jesus,2008,1,16
420195,Bom Jesus,2008,2,18
420195,Bom Jesus,2008,3,20
420195,Bom Jesus,2008,4,22
420195,Bom Jesus,2008,5,22
420195,Bom Jesus,2008,6,31
420195,Bom Jesus,2008,7,35
420195,Bom Jesus,2008,8,34
420195,Bom Jesus,2008,9,26
420195,Bom Jesus,2008,10,19
420195,Bom Jesus,2008,11,19
420195,Bom Jesus,2008,12,18
420195,Bom Jesus,2009,1,16
420195,Bom Jesus,2009,2,20
420195,Bom Jesus,2009,3,22
420195,Bom Jesus,2009,4,19
420195,Bom Jesus,2009,5,24
420195,Bom Jesus,2009,6,32
420195,Bom Jesus,2009,7,37
420195,Bom Jesus,2009,8,35
420195,Bom Jesus,2009,9,25
420195,Bom Jesus,2009,10,19
420195,Bom Jesus,2009,11,19
420195,Bom Jesus,2009,12,16
420195,Bom Jesus,2010,1,19
420195,Bom Jesus,2010,2,17
420195,Bom Jesus,2010,3,22
420195,Bom Jesus,2010,4,21
420195,Bom Jesus,2010,5,28
420195,Bom Jesus,2010,6,35
420195,Bom Jesus,2010,7,37
420195,Bom Jesus,2010,8,36
420195,Bom Jesus,2010,9,24
420195,Bom Jesus,2010,10,21
420195,Bom Jesus,2010,11,21
420195,Bom Jesus,2010,12,15
420195,Bom Jesus,2011,1,17
420195,Bom Jesus,2011,2,18
420195,Bom Jesus,2011,3,22
420195,Bom Jesus,2011,4,19
420195,Bom Jesus,2011,5,28
420195,Bom Jesus,2011,6,35
420195,Bom Jesus,2011,7,40
420195,Bom Jesus,2011,8,39
420195,Bom Jesus,2011,9,27
420195,Bom Jesus,2011,10,21
420195,Bom Jesus,2011,11,17
420195,Bom Jesus,2011,12,20
420195,Bom Jesus,2012,1,19
420195,Bom Jesus,2012,2,22
420195,Bom Jesus,2012,3,21
420195,Bom Jesus,2012,4,21
420195,Bom Jesus,2012,5,21
420195,Bom Jesus,2012,6,35
420195,Bom Jesus,2012,7,41
420195,Bom Jesus,2012,8,39
420195,Bom Jesus,2012,9,27
420195,Bom Jesus,2012,10,23
420195,Bom Jesus,2012,11,22
420195,Bom Jesus,2012,12,21
420195,Bom Jesus,2013,1,16
420195,Bom Jesus,2013,2,21
420195,Bom Jesus,2013,3,19
420195,Bom Jesus,2013,4,21
420195,Bom Jesus,2013,5,26
420195,Bom Jesus,2013,6,35
420195,Bom Jesus,2013,7,40
420195,Bom Jesus,2013,8,37
420195,Bom Jesus,2013,9,28
420195,Bom Jesus,2013,10,23
420195,Bom Jesus,2013,11,17
420195,Bom Jesus,2013,12,20
420195,Bom Jesus,2014,1,17
420195,Bom Jesus,2014,2,19
420195,Bom Jesus,2014,3,22
420195,Bom Jesus,2014,4,17
420195,Bom Jesus,2014,5,26
420195,Bom Jesus,2014,6,31
420195,Bom Jesus,2014,7,39
420195,Bom Jesus,2014,8,37
420195,Bom Jesus,2014,9,27
420195,Bom Jesus,2014,10,23
420195,Bom Jesus,2014,11,18
420195,Bom Jesus,2014,12,18
420195,Bom Jesus,2015,1,19
420195,Bom Jesus,2015,2,20
420195,Bom Jesus,2015,3,24
420195,Bom Jesus,2015,4,20
420195,Bom Jesus,2015,5,24
420195,Bom Jesus,2015,6,35
420195,Bom Jesus,2015,7,40
420195,Bom Jesus,2015,8,38
420195,Bom Jesus,2015,9,27
420195,Bom Jesus,2015,10,26
420195,Bom Jesus,2015,11,17
420195,Bom Jesus,2015,12,21
420195,Bom Jesus,2016,1,19
420195,Bom Jesus,2016,2,22
420195,Bom Jesus,2016,3,19
420195,Bom Jesus,2016,4,22
420195,Bom Jesus,2016,5,25
420195,Bom Jesus,2016,6,33
420195,Bom Jesus,2016,7,40
420195,Bom Jesus,2016,8,38
420195,Bom Jesus,2016,9,25
420195,Bom Jesus,2016,10,21
420195,Bom Jesus,2016,11,17
420195,Bom Jesus,2016,12,18
420195,Bom Jesus,2017,1,16
420195,Bom Jesus,2017,2,16
420195,Bom Jesus,2017,3,21
420195,Bom Jesus,2017,4,24
420195,Bom Jesus,2017,5,25
420195,Bom Jesus,2017,6,33
420195,Bom Jesus,2017,7,41
420195,Bom Jesus,2017,8,38
420195,Bom Jesus,2017,9,30
420195,Bom Jesus,2017,10,21
420195,Bom Jesus,2017,11,20
420195,Bom Jesus,2017,12,19
420195,Bom Jesus,2018,1,17
420195,Bom Jesus,2018,2,21
420195,Bom Jesus,2018,3,19
420195,Bom Jesus,2018,4,25
420195,Bom Jesus,2018,5,24
420195,Bom Jesus,2018,6,36
420195,Bom Jesus,2018,7,44
420195,Bom Jesus,2018,8,39
420195,Bom Jesus,2018,9,30
420195,Bom Jesus,2018,10,20
420195,Bom Jesus,2018,11,21
420195,Bom Jesus,2018,12,18
420195,Bom Jesus,2019,1,17
420195,Bom Jesus,2019,2,21
420195,Bom Jesus,2019,3,24
420195,Bom Jesus,2019,4,21
420195,Bom Jesus,2019,5,26
420195,Bom Jesus,2019,6,34
420195,Bom Jesus,2019,7,40
